order_item_id,order_id,product_id,quantity,unit_price
137,4617,172,2,174.45
138,1084,12,4,194.5
139,2052,185,4,332.82
140,4611,94,3,314.86
141,1329,7,5,176.4
142,415,47,1,441.11
143,1691,88,4,349.57
144,2955,137,2,488.88
145,2852,163,3,445.86
146,4668,186,2,400.16
147,2166,140,1,460.12
148,788,156,1,77.12
149,1187,115,3,41.19
150,1114,85,3,383.41
151,1044,58,5,24.38
152,3133,54,4,159.75
153,269,89,1,443.15
154,4579,161,3,423.54
155,4015,187,3,277.16
156,4813,169,2,18.97
157,186,7,2,145.21
158,2087,157,1,407.42
159,3722,194,5,315.97
160,2672,195,3,389.66
161,4526,129,1,139.9
162,3726,67,2,484.9
163,811,86,1,129.11
164,1251,54,1,302.13
165,423,25,2,40.33
166,2058,56,5,227.85
167,2507,9,1,426.78
168,524,131,3,274.28
169,1997,94,2,130.93
170,648,154,2,392.28
171,4150,73,1,333.74
172,727,184,2,377.68
173,1123,148,2,83.74
174,1462,173,1,386.34
175,1238,13,3,206.09
176,4169,177,5,484.83
177,2450,67,4,443.89
178,4533,52,4,166.46
179,4500,166,2,242.08
180,1869,28,5,334.04
181,3954,182,1,420.91
182,2965,39,3,441.36
183,799,165,5,171.62
184,3486,128,4,240.06
185,1144,144,3,139.31
186,384,167,1,251.55
187,2109,41,3,398.0
188,2700,179,5,17.39
189,1682,131,1,307.22
190,1446,107,4,153.18
191,4701,18,5,273.2
192,2249,179,2,105.72
193,1126,111,3,266.27
194,2047,149,1,143.66
195,4675,57,1,180.18
196,1475,5,4,121.17
197,468,23,5,380.59
198,2366,163,1,105.79
199,694,165,2,322.47
200,475,72,1,377.99
201,1801,170,5,104.75
202,4295,151,4,325.81
203,3619,8,2,482.63
204,4622,141,2,223.64
205,1290,47,4,46.82
206,502,46,3,111.84
207,2138,180,3,425.42
208,3075,175,4,493.96
209,1124,85,1,170.95
210,3334,172,1,428.15
211,401,44,3,446.69
212,284,190,1,150.0
213,2327,134,2,84.89
214,314,170,4,263.28
215,1459,145,5,203.41
216,226,60,1,484.95
217,795,74,2,165.77
218,3309,22,4,145.22
219,1381,85,3,153.8
220,3472,56,5,323.82
221,4478,139,4,298.28
222,2595,44,4,297.03
223,4045,53,3,266.96
224,4061,120,2,472.84
225,4055,9,3,123.1
226,1053,133,4,62.26
227,3226,105,2,440.93
228,3968,6,2,112.3
229,4356,93,1,397.81
230,3085,34,4,132.2
231,1463,131,5,480.72
232,3403,154,1,44.67
233,4793,9,5,256.84
234,724,132,3,41.14
235,432,69,1,418.68
236,4373,138,1,472.03
237,2791,134,4,475.16
238,2451,47,5,419.33
239,2137,138,3,215.23
240,4457,50,4,56.38
241,204,24,1,493.01
242,666,122,3,227.56
243,3512,144,4,415.71
244,1632,49,5,167.21
245,3760,191,3,434.15
246,3332,135,4,150.1
247,4371,185,2,324.08
248,968,161,1,299.02
249,2086,24,2,357.23
250,3781,89,4,476.42
251,1043,162,2,347.0
252,371,17,3,159.38
253,3928,40,5,217.01
254,2098,75,5,494.06
255,330,52,2,406.22
256,950,2,5,278.42
257,1405,159,2,182.73
258,2924,11,1,235.87
259,3885,189,3,286.89
260,4299,98,5,25.4
261,4997,64,5,302.01
262,3837,128,4,55.0
263,2845,194,4,71.89
264,4676,74,2,73.96
265,2600,113,3,96.01
266,1188,142,5,381.0
267,3739,189,2,458.67
268,3835,192,4,356.64
269,2043,90,3,409.2
270,646,128,3,46.54
271,4717,15,4,466.73
272,1838,178,1,138.88
273,3655,99,1,324.01
274,4072,7,4,225.71
275,1110,163,1,269.37
276,3635,2,1,240.0
277,928,187,1,231.51
278,4042,72,2,373.58
279,1561,182,1,19.74
280,3972,131,2,359.65
281,2023,111,1,448.13
282,1142,60,3,394.17
283,3366,23,5,288.24
284,2411,1,3,483.66
285,1575,69,2,73.73
286,3237,6,1,363.92
287,526,126,4,443.0
288,4561,173,5,112.6
289,4874,86,5,261.34
290,3528,98,1,298.86
291,2980,25,5,141.71
292,3174,119,5,211.13
293,4670,47,5,86.78
294,3353,198,1,439.07
295,2253,128,3,218.45
296,3072,30,1,277.52
297,4612,102,4,177.42
298,2184,66,5,497.21
299,2287,189,5,311.03
300,4911,172,4,95.32
301,79,29,1,324.34
302,321,1,2,428.15
303,2828,113,4,276.04
304,1429,62,2,55.8
305,787,145,1,112.87
306,1487,71,4,313.09
307,4640,16,3,122.98
308,2802,171,1,300.11
309,2723,85,3,185.28
310,968,95,1,29.98
311,4864,5,5,421.88
312,3920,37,5,75.11
313,2609,134,4,418.69
314,1415,31,3,487.17
315,1184,176,2,460.55
316,1920,46,2,268.19
317,3257,194,1,193.56
318,233,184,4,291.83
319,4466,123,1,415.51
320,4402,37,2,82.61
321,3808,48,2,423.49
322,4741,188,1,108.56
323,1853,153,4,21.6
324,559,134,2,60.36
325,4324,30,3,160.07
326,2634,21,5,284.71
327,2410,39,3,472.42
328,884,83,2,87.76
329,4795,80,4,21.31
330,4758,6,2,436.41
331,4315,52,4,131.09
332,3717,80,5,208.73
333,2064,88,2,418.08
334,1170,162,3,203.25
335,2112,146,4,105.55
336,523,120,1,111.98
337,2397,162,3,105.55
338,2310,91,3,264.79
339,3281,51,5,268.12
340,4254,176,3,165.45
341,4350,183,4,418.65
342,1160,75,3,449.25
343,2374,153,1,432.68
344,3660,26,4,70.29
345,3992,41,1,348.49
346,4481,5,5,343.76
347,451,154,4,154.93
348,4684,82,5,306.32
349,483,174,4,171.59
350,1462,98,3,362.84
351,788,168,1,84.7
352,1009,198,1,161.03
353,1865,140,3,396.31
354,4522,88,4,325.71
355,583,49,5,71.75
356,437,134,1,276.32
357,1699,3,4,232.8
358,548,137,2,357.01
359,3231,72,4,15.87
360,756,8,4,122.95
361,2635,81,2,385.05
362,1172,11,2,178.1
363,3116,124,4,158.42
364,1983,44,4,17.04
365,361,14,3,358.15
366,997,98,3,275.68
367,3582,28,4,420.56
368,4170,116,1,281.0
369,1897,112,5,163.0
370,3951,136,2,465.92
371,2718,4,4,137.6
372,4194,193,2,266.09
373,4294,185,3,292.63
374,1540,196,4,332.53
375,4328,83,2,335.05
376,888,137,3,138.36
377,2508,101,5,169.96
378,18,134,1,446.85
379,3094,69,3,55.61
380,254,116,1,483.27
381,4020,16,4,171.61
382,2008,95,4,398.15
383,3328,88,1,392.6
384,4700,32,1,241.11
385,3024,115,2,222.56
386,602,57,3,224.18
387,384,136,2,76.09
388,3632,49,2,421.03
389,937,147,5,128.65
390,2869,173,5,115.66
391,3709,163,4,192.51
392,474,21,5,220.34
393,3060,145,4,207.12
394,644,99,2,432.25
395,1379,38,3,184.42
396,3636,116,2,228.31
397,645,59,4,139.87
398,1110,100,3,170.0
399,60,192,1,25.33
400,253,66,4,218.11
401,1234,198,3,275.37
402,2269,163,1,331.99
403,723,43,4,192.71
404,1909,15,3,283.18
405,2651,3,3,340.83
406,1477,195,2,288.08
407,1891,5,5,129.75
408,4714,14,4,381.3
409,663,15,3,367.43
410,317,135,5,191.62
411,3246,111,1,214.69
412,793,69,3,290.59
413,29,37,4,227.87
414,4569,114,4,94.67
415,1326,30,2,387.55
416,738,160,1,335.63
417,4249,15,1,16.52
418,3350,135,5,161.08
419,1253,114,5,428.86
420,3284,92,1,124.31
421,3080,167,4,388.17
422,3734,88,1,194.06
423,1299,146,5,126.29
424,3213,151,2,30.17
425,2489,30,1,423.79
426,2858,30,3,146.02
427,4183,153,2,246.06
428,2270,121,4,419.64
429,3350,31,2,300.01
430,1341,189,3,455.1
431,3145,187,4,436.66
432,2829,47,3,286.7
433,2109,131,3,444.41
434,898,102,3,422.08
435,1155,144,1,282.34
436,3520,71,5,394.83
437,1122,92,5,428.32
438,1859,29,2,14.1
439,4838,200,5,437.16
440,196,155,2,37.83
441,901,122,4,296.99
442,2632,198,5,76.94
443,3982,18,3,204.99
444,1282,175,1,88.95
445,3519,153,1,403.38
446,4312,130,5,212.44
447,2659,108,5,42.82
448,600,100,4,460.78
449,2563,93,1,267.78
450,3439,96,3,297.28
451,4755,166,3,367.25
452,2840,55,3,110.59
453,4031,91,1,290.41
454,4106,166,2,463.37
455,3148,83,2,423.98
456,2348,119,5,448.26
457,3697,180,3,40.75
458,2387,200,2,198.28
459,3969,198,5,260.91
460,2492,119,2,426.19
461,1573,160,3,482.33
462,2362,168,1,336.99
463,3911,74,5,50.51
464,4555,184,4,37.6
465,1174,139,1,351.79
466,727,31,3,212.97
467,4265,168,5,473.87
468,121,121,5,422.84
469,2160,56,1,58.36
470,982,134,1,171.7
471,1265,200,5,111.89
472,1537,143,2,180.22
473,2048,80,5,459.36
474,4285,199,4,325.17
475,1080,9,1,148.86
476,285,46,1,420.2
477,1816,23,5,346.4
478,3229,142,5,18.2
479,4463,21,2,108.77
480,4549,35,1,73.49
481,2509,139,3,309.27
482,1290,183,3,130.77
483,1310,159,3,16.56
484,3313,147,4,144.68
485,2770,110,1,134.65
486,3731,130,2,471.51
487,2907,161,2,359.52
488,1839,166,4,388.3
489,3881,114,1,77.25
490,1756,127,1,251.16
491,3023,27,5,282.33
492,1372,149,1,296.69
493,1523,174,1,173.61
494,2065,198,3,313.86
495,402,120,4,118.84
496,1739,24,4,477.84
497,3709,96,1,338.73
498,4067,162,1,420.46
499,1384,25,3,446.86
500,4987,12,3,179.37
501,1145,163,2,57.44
502,3087,133,4,87.76
503,2623,156,1,248.75
504,1257,137,1,170.75
505,2802,166,2,312.65
506,1916,160,5,105.97
507,2919,84,3,118.06
508,4005,87,3,399.81
509,4244,144,3,347.12
510,1138,137,4,497.85
511,2668,144,1,405.93
512,2590,13,4,114.95
513,4599,77,2,243.67
514,987,60,2,228.09
515,3075,135,2,358.17
516,1048,177,2,199.13
517,4155,140,2,157.62
518,1279,140,5,353.66
519,1521,102,2,386.27
520,783,23,5,346.01
521,3927,139,3,300.03
522,1285,118,3,115.53
523,89,144,4,348.72
524,2046,138,2,411.17
525,3389,101,4,230.27
526,3466,17,2,242.2
527,3291,169,3,328.94
528,128,192,4,131.94
529,850,189,4,189.3
530,778,96,2,43.72
531,1831,153,2,14.99
532,4113,135,1,482.88
533,3510,157,1,251.8
534,3725,57,1,20.86
535,4752,36,1,97.9
536,1643,155,1,164.46
537,4226,193,2,218.44
538,612,86,1,424.83
539,2539,6,3,341.64
540,3713,165,1,57.76
541,2686,169,2,447.25
542,3098,29,5,53.47
543,1744,174,1,72.1
544,480,182,4,142.72
545,2131,68,5,408.55
546,4162,88,5,384.78
547,3358,20,1,277.0
548,3625,148,1,129.73
549,2628,61,2,293.38
550,362,86,2,289.91
551,4615,111,3,445.41
552,1488,96,1,107.99
553,2362,193,5,406.09
554,629,118,4,74.13
555,4904,156,5,209.7
556,3611,15,1,70.84
557,1457,89,2,94.78
558,3553,50,2,411.58
559,606,20,5,225.02
560,2655,30,3,115.33
561,3340,193,2,190.32
562,3612,160,5,433.19
563,3531,158,3,87.76
564,218,123,2,26.97
565,1542,189,5,75.68
566,1947,118,2,189.27
567,2126,64,4,231.41
568,2720,27,3,76.42
569,1042,157,1,334.69
570,2707,101,5,119.09
571,352,94,3,301.48
572,633,69,1,74.92
573,562,188,2,31.34
574,3667,95,3,144.29
575,3783,123,1,68.97
576,2500,20,3,51.72
577,2978,17,4,349.12
578,754,66,2,449.9
579,865,140,4,491.04
580,2333,5,2,294.71
581,699,195,2,359.06
582,3843,100,2,100.57
583,2702,117,1,408.38
584,3025,21,1,57.07
585,3043,27,1,41.04
586,1051,82,4,247.31
587,731,10,2,280.17
588,2790,107,3,404.14
589,3999,158,4,230.21
590,912,61,4,311.97
591,4772,72,1,177.82
592,357,196,2,360.19
593,3299,39,2,299.47
594,739,95,2,227.85
595,1972,154,1,410.88
596,730,179,4,489.94
597,2485,198,2,260.78
598,4714,73,3,205.96
599,212,193,4,344.07
600,231,164,2,449.71
601,4484,195,5,216.75
602,3379,27,3,316.78
603,2405,38,2,388.83
604,2088,42,3,185.44
605,3718,157,3,106.89
606,1434,157,3,425.17
607,1916,105,5,71.77
608,3748,124,4,460.83
609,1507,110,2,475.9
610,1157,35,4,249.04
611,3578,80,4,65.15
612,2708,72,3,70.96
613,2117,76,4,314.89
614,1908,104,4,151.77
615,4320,175,1,188.45
616,1069,158,5,284.85
617,4169,127,3,137.53
618,400,2,3,295.63
619,1888,173,5,80.04
620,2509,155,2,287.54
621,2169,126,5,319.07
622,4092,171,2,19.96
623,4416,183,4,109.02
624,1471,195,2,428.09
625,1429,175,4,399.6
626,100,64,1,157.96
627,1087,112,5,107.72
628,1695,116,3,226.03
629,2693,54,3,369.84
630,3599,95,2,88.42
631,4623,130,1,186.51
632,3551,3,2,143.47
633,2765,16,4,403.24
634,1885,106,4,314.69
635,2028,45,1,239.81
636,491,97,5,17.52
637,3410,42,4,445.67
638,1168,191,2,371.62
639,4846,21,3,356.59
640,783,144,3,71.07
641,2696,4,4,54.11
642,284,125,1,159.38
643,3665,173,2,263.61
644,4955,86,5,492.27
645,4807,97,1,475.12
646,4890,131,3,144.31
647,1885,127,2,426.03
648,1387,100,2,447.63
649,4607,146,1,468.17
650,4950,143,3,155.25
651,879,45,4,456.21
652,1651,83,4,153.16
653,1010,186,1,252.55
654,4445,45,4,388.95
655,1749,186,3,119.95
656,163,48,1,277.18
657,324,120,2,35.57
658,4916,150,5,294.77
659,1558,116,4,279.16
660,4830,70,3,414.63
661,1568,61,5,159.53
662,1054,150,2,379.81
663,2521,114,2,320.25
664,366,175,3,368.81
665,130,145,2,360.49
666,1366,150,3,358.88
667,4340,39,5,134.97
668,1072,14,5,327.25
669,2202,137,3,423.69
670,925,74,5,395.04
671,2792,114,4,354.31
672,4973,5,3,353.36
673,3946,41,5,118.31
674,4419,39,1,54.09
675,3364,18,1,261.01
676,1198,18,3,339.39
677,447,56,1,362.23
678,4537,46,1,311.16
679,4710,49,1,126.27
680,2086,179,4,484.18
681,999,30,3,305.27
682,731,22,1,150.44
683,1780,112,2,15.69
684,4749,170,3,390.82
685,2698,36,2,388.02
686,1613,115,4,274.66
687,1903,183,4,90.62
688,2657,33,5,234.82
689,341,17,3,329.22
690,1491,103,5,390.48
691,606,81,3,93.53
692,4086,167,3,464.86
693,3701,36,4,486.26
694,3633,21,1,199.88
695,4433,108,3,298.78
696,4253,106,3,195.41
697,3299,173,4,479.74
698,1203,48,3,470.19
699,1517,51,1,73.95
700,3091,163,4,192.93
701,2643,47,3,258.23
702,2986,24,3,377.84
703,531,138,5,107.88
704,1061,6,1,377.76
705,1256,150,3,337.87
706,2197,13,5,494.4
707,1987,2,1,289.46
708,3001,121,4,227.79
709,3766,79,1,391.52
710,176,63,5,401.77
711,2722,51,4,191.05
712,3475,161,4,206.54
713,330,122,4,458.46
714,4320,158,3,45.13
715,3967,72,3,323.05
716,3815,39,4,438.66
717,804,29,1,49.65
718,818,68,2,128.99
719,4777,197,4,304.97
720,2432,55,4,442.02
721,1057,3,3,291.1
722,3162,21,1,311.9
723,4547,112,4,465.78
724,2321,191,3,338.21
725,1096,92,4,374.57
726,4887,96,1,384.62
727,2889,64,4,314.64
728,4984,133,4,40.8
729,2041,197,2,469.73
730,1106,191,4,387.59
731,4284,86,3,93.05
732,987,116,2,342.94
733,1928,42,5,474.36
734,2429,158,5,464.96
735,1621,24,3,36.33
736,3792,190,3,64.96
737,1655,23,5,263.2
738,1039,166,3,412.25
739,3321,93,3,307.43
740,119,67,5,144.15
741,657,149,5,65.25
742,4094,122,3,496.86
743,3526,6,3,205.59
744,860,14,2,199.1
745,4279,79,3,67.81
746,827,140,5,224.89
747,3599,169,5,103.41
748,1744,51,2,239.81
749,3502,45,4,26.82
750,3398,114,2,396.71
751,4642,41,1,182.83
752,4179,16,2,456.35
753,2375,189,4,177.89
754,3049,76,2,413.09
755,299,72,1,72.95
756,4609,32,3,499.32
757,198,3,1,400.27
758,1642,4,5,243.39
759,417,8,1,163.27
760,2496,5,4,359.57
761,3326,79,2,67.39
762,3555,55,1,281.38
763,3050,117,5,353.61
764,4720,137,4,154.83
765,3761,138,5,414.44
766,3454,40,4,386.42
767,3795,74,4,159.59
768,4196,72,1,237.43
769,4423,61,3,122.0
770,4593,189,4,479.05
771,248,110,2,400.27
772,808,141,4,212.04
773,4589,110,3,86.63
774,1121,170,2,395.62
775,3099,1,3,223.57
776,270,124,2,296.7
777,4222,161,1,45.25
778,925,122,5,150.74
779,3150,151,3,23.93
780,1025,38,2,342.88
781,2692,115,1,336.07
782,185,110,5,89.66
783,3086,161,5,134.41
784,4808,16,4,488.56
785,4684,114,5,28.31
786,1085,141,5,194.48
787,1385,139,1,171.13
788,2237,27,1,329.6
789,129,179,2,453.86
790,4292,114,5,199.51
791,334,66,2,362.63
792,3647,140,1,483.75
793,3675,100,4,499.37
794,5,55,1,310.91
795,2000,177,5,434.33
796,2191,134,4,263.91
797,3027,121,4,41.87
798,4065,107,5,234.65
799,3525,49,2,144.56
800,1335,6,1,171.17
801,3523,51,4,255.88
802,169,95,5,127.53
803,4893,88,3,366.08
804,861,112,4,68.71
805,812,155,1,111.81
806,3565,197,2,188.92
807,4699,80,5,95.33
808,1577,64,1,282.44
809,3458,116,2,282.33
810,312,13,3,208.65
811,961,32,2,163.21
812,897,3,3,102.21
813,3978,107,3,147.82
814,2026,118,2,470.97
815,2531,109,1,322.22
816,2472,50,4,193.83
817,3545,99,4,247.7
818,1483,152,5,218.89
819,1664,154,5,452.71
820,4388,177,1,118.16
821,4344,173,3,11.67
822,2347,149,5,97.61
823,924,72,2,108.64
824,285,31,5,197.78
825,3393,98,4,134.24
826,3530,113,2,337.61
827,3974,135,3,139.83
828,597,171,1,368.86
829,3294,100,2,355.53
830,4715,190,5,471.05
831,4655,117,5,267.9
832,113,94,3,263.4
833,4507,40,4,32.37
834,3010,87,5,60.95
835,2331,21,1,439.87
836,1181,41,5,275.99
837,4003,185,4,73.27
838,1987,58,4,173.52
839,4477,70,3,261.36
840,4836,5,2,48.2
841,475,87,4,129.4
842,3291,175,5,275.23
843,3286,43,5,217.2
844,270,155,5,356.76
845,949,164,3,309.79
846,557,17,5,217.35
847,2868,176,3,320.45
848,3855,2,1,124.12
849,2989,39,4,159.37
850,325,97,3,133.49
851,1472,140,5,471.38
852,3027,109,1,119.08
853,2577,60,1,316.14
854,4957,150,3,414.13
855,4874,12,4,467.83
856,3348,124,4,198.93
857,1996,29,5,428.28
858,4875,168,1,261.76
859,2394,42,1,424.83
860,3427,152,2,95.91
861,3943,41,5,467.21
862,3886,149,5,137.61
863,2131,99,5,103.98
864,2233,192,1,230.5
865,1667,180,3,323.23
866,2367,26,1,253.59
867,3594,65,3,417.71
868,3677,6,3,166.73
869,450,32,4,168.38
870,403,172,3,296.31
871,589,83,3,224.84
872,4499,121,1,474.05
873,2683,126,1,91.43
874,1115,107,3,327.15
875,4930,89,4,477.44
876,2337,150,2,89.75
877,1741,134,3,411.44
878,3051,105,4,100.43
879,3921,2,5,114.9
880,4141,199,4,291.89
881,4636,54,1,165.57
882,3807,49,3,226.05
883,2884,122,1,197.71
884,81,21,3,26.72
885,1957,68,3,67.21
886,1117,52,2,163.09
887,1322,4,1,422.46
888,2961,151,2,17.4
889,3851,136,5,234.81
890,2958,109,2,89.18
891,4017,187,4,135.24
892,4445,92,1,391.71
893,2878,126,5,242.61
894,1499,129,2,263.31
895,4609,129,5,160.95
896,3808,186,1,407.49
897,4469,76,4,457.62
898,2070,179,2,491.26
899,763,83,1,64.91
900,4021,95,3,90.93
901,424,126,1,147.92
902,279,192,1,134.63
903,216,53,2,193.44
904,2710,97,2,47.55
905,3107,150,2,172.26
906,4153,24,3,260.84
907,4821,27,3,197.37
908,1601,90,2,348.49
909,568,59,1,99.03
910,3986,193,2,363.83
911,3005,188,5,158.3
912,2315,164,4,18.56
913,1134,40,4,84.76
914,2040,101,4,153.36
915,2433,2,4,294.26
916,3298,96,2,243.37
917,4189,32,2,327.78
918,1078,84,1,457.25
919,437,36,2,307.64
920,1347,99,4,377.19
921,1535,131,3,374.22
922,4277,23,3,489.66
923,484,76,3,166.27
924,1146,26,4,405.5
925,526,138,2,185.78
926,2790,195,4,96.09
927,161,134,3,229.47
928,1743,190,3,467.19
929,8,2,1,111.48
930,2666,67,1,59.98
931,471,199,1,19.08
932,2148,64,3,72.21
933,4429,174,2,85.62
934,4555,147,1,462.84
935,4545,118,1,275.57
936,4712,7,2,60.09
937,2395,151,2,190.59
938,3926,149,4,295.56
939,4180,87,2,33.87
940,4550,41,1,204.63
941,3306,26,3,494.03
942,2123,115,1,320.57
943,2397,41,2,398.12
944,945,3,2,233.28
945,1184,84,2,156.85
946,2472,53,1,136.47
947,1156,166,4,276.7
948,1515,108,1,93.14
949,2486,187,1,39.18
950,2834,153,4,145.39
951,579,83,2,399.21
952,2181,92,4,429.34
953,3441,181,4,348.16
954,1440,89,1,128.48
955,4693,133,5,332.25
956,548,178,5,371.47
957,949,20,4,77.75
958,4901,97,2,415.39
959,486,194,4,211.62
960,925,149,2,368.39
961,2359,135,3,202.2
962,243,186,1,110.71
963,3681,29,2,372.3
964,1869,153,2,464.12
965,1344,133,5,436.86
966,24,114,3,296.91
967,379,172,3,269.76
968,1647,150,3,218.06
969,2754,47,3,63.15
970,3877,5,1,451.27
971,690,91,2,18.89
972,3560,149,5,278.83
973,1135,110,2,280.73
974,2861,47,3,65.77
975,4766,183,2,185.76
976,2075,171,1,145.31
977,2916,59,5,96.03
978,3155,144,5,463.47
979,1839,156,1,160.76
980,4025,43,5,498.34
981,4548,178,2,406.83
982,4276,195,4,157.75
983,2331,72,2,386.62
984,4732,48,5,363.82
985,2591,78,5,162.87
986,1083,130,5,476.09
987,3440,76,2,199.73
988,4449,115,4,462.81
989,2319,54,2,172.15
990,4045,23,4,87.79
991,1315,60,1,174.37
992,284,152,5,40.12
993,4752,110,5,233.57
994,2476,5,2,377.79
995,786,7,3,399.86
996,3711,189,2,247.82
997,1955,30,5,83.85
998,4941,36,5,87.56
999,4264,143,2,280.4
1000,2183,40,5,36.36
1001,2289,36,4,463.09
1002,1811,100,4,150.6
1003,3926,158,3,103.75
1004,2375,141,2,324.72
1005,582,101,5,14.07
1006,657,140,5,311.96
1007,2081,132,5,275.65
1008,555,74,4,427.22
1009,1878,55,5,221.73
1010,4632,153,5,190.57
1011,1882,84,2,333.96
1012,1160,85,1,214.31
1013,2738,176,3,52.58
1014,1668,43,1,26.82
1015,2739,29,1,24.23
1016,1498,75,1,449.8
1017,500,76,3,415.35
1018,3826,159,5,202.42
1019,1097,30,4,236.08
1020,1863,38,2,37.69
1021,3114,132,5,30.02
1022,2847,20,1,491.91
1023,145,27,2,59.12
1024,4359,72,5,155.85
1025,3032,76,5,17.8
1026,4918,82,5,323.2
1027,2636,172,1,412.63
1028,4390,71,3,15.6
1029,2687,26,1,316.55
1030,2190,49,1,62.0
1031,978,138,3,497.42
1032,1637,82,1,181.83
1033,554,118,5,226.28
1034,718,81,5,43.06
1035,3923,156,1,74.97
1036,1093,58,3,392.09
1037,2908,61,1,74.51
1038,346,79,4,138.27
1039,706,115,4,457.21
1040,1257,94,1,216.14
1041,2860,166,2,126.34
1042,4042,188,2,161.23
1043,19,3,1,290.13
1044,2912,65,1,141.3
1045,2090,194,3,148.39
1046,3588,9,4,243.26
1047,2613,170,3,298.94
1048,2145,77,1,337.31
1049,3002,102,3,189.63
1050,1085,79,3,295.03
1051,2999,6,1,381.44
1052,3330,34,5,408.51
1053,1363,119,3,392.41
1054,4138,39,1,217.91
1055,724,193,5,215.04
1056,3747,94,2,44.32
1057,1489,81,4,383.28
1058,2177,139,1,448.07
1059,1639,59,3,428.79
1060,3434,56,1,419.12
1061,4636,4,4,192.73
1062,4733,200,1,316.81
1063,3685,152,5,494.59
1064,2821,38,5,381.59
1065,4397,125,4,118.92
1066,1111,22,1,459.54
1067,1825,6,4,126.14
1068,1192,90,5,300.64
1069,4552,195,2,366.48
1070,4547,51,5,49.76
1071,4246,75,2,407.96
1072,3080,159,1,141.81
1073,1465,161,4,60.54
1074,3523,164,1,424.22
1075,4212,75,4,117.02
1076,3958,85,5,485.83
1077,3836,111,3,35.4
1078,1175,178,1,248.06
1079,3680,116,4,482.8
1080,1275,28,1,115.06
1081,1304,38,4,331.64
1082,3817,116,1,210.34
1083,4453,89,5,347.74
