order_id,user_id,order_date,status
571,234,2026-02-16,pending
572,529,2025-08-18,pending
573,377,2025-08-23,shipped
574,176,2025-09-27,pending
575,956,2025-04-21,completed
576,148,2025-11-11,shipped
577,160,2025-12-12,completed
578,473,2025-08-12,completed
579,542,2025-06-17,pending
580,713,2025-08-23,shipped
581,492,2025-10-03,shipped
582,917,2025-03-12,completed
583,466,2025-10-29,completed
584,206,2025-07-11,shipped
585,754,2025-05-01,completed
586,813,2025-11-11,pending
587,925,2025-03-29,pending
588,586,2025-09-06,shipped
589,426,2025-08-16,completed
590,227,2025-07-25,completed
591,383,2025-05-04,completed
592,265,2025-08-11,completed
593,870,2025-08-18,shipped
594,270,2025-07-12,pending
595,358,2025-09-11,shipped
596,950,2025-12-07,completed
597,940,2026-01-24,completed
598,552,2026-01-16,shipped
599,954,2025-12-27,shipped
600,143,2026-01-17,completed
601,290,2025-08-05,shipped
602,856,2025-03-19,shipped
603,791,2025-10-05,pending
604,64,2026-01-27,shipped
605,910,2025-07-04,shipped
606,506,2025-03-17,shipped
607,277,2025-11-06,pending
608,399,2026-03-01,completed
609,111,2026-02-07,shipped
610,886,2025-10-19,pending
611,256,2025-11-10,pending
612,603,2025-05-07,pending
613,412,2026-02-18,pending
614,576,2025-04-28,completed
615,800,2025-03-17,shipped
616,474,2025-10-17,completed
617,414,2025-04-01,pending
618,809,2025-08-05,completed
619,569,2025-09-11,shipped
620,556,2026-03-01,shipped
621,682,2026-01-25,shipped
622,86,2026-01-06,pending
623,776,2025-11-12,completed
624,996,2025-09-23,pending
625,192,2025-08-28,pending
626,276,2025-06-23,completed
627,681,2025-05-06,completed
628,713,2025-10-04,pending
629,177,2026-01-11,completed
630,907,2025-07-30,shipped
631,582,2026-01-30,pending
632,802,2025-12-18,pending
633,446,2026-02-22,completed
634,236,2025-03-14,pending
635,27,2025-06-25,pending
636,362,2026-02-23,pending
637,295,2025-04-18,shipped
638,902,2025-08-17,shipped
639,667,2026-01-03,shipped
640,793,2025-11-16,completed
641,50,2025-09-21,pending
642,761,2025-12-29,completed
643,870,2025-10-24,shipped
644,788,2025-12-02,pending
645,344,2025-08-05,shipped
646,190,2025-07-01,completed
647,54,2025-07-28,shipped
648,434,2025-03-19,pending
649,203,2025-12-27,shipped
650,955,2025-11-20,shipped
651,629,2026-02-24,pending
652,973,2025-12-20,shipped
653,691,2025-11-09,completed
654,628,2025-06-08,pending
655,73,2026-02-25,pending
656,950,2025-11-28,completed
657,514,2025-12-02,completed
658,234,2025-10-08,completed
659,413,2025-11-04,shipped
660,696,2026-03-03,shipped
661,333,2025-03-12,shipped
662,432,2025-09-19,completed
663,326,2025-10-06,pending
664,550,2025-03-29,pending
665,139,2025-07-31,completed
666,163,2026-02-05,pending
667,645,2025-05-25,completed
668,104,2025-10-15,pending
669,801,2025-10-01,pending
670,136,2026-02-08,pending
671,880,2025-06-27,shipped
672,661,2026-02-08,pending
673,77,2025-05-03,completed
674,492,2025-08-17,shipped
675,64,2025-08-07,pending
676,476,2026-03-10,shipped
677,893,2026-01-16,shipped
678,420,2025-11-03,completed
679,671,2025-07-28,completed
680,722,2025-09-18,pending
681,696,2025-08-03,shipped
682,718,2025-03-21,pending
683,534,2025-10-24,shipped
684,507,2025-05-16,completed
685,756,2025-08-09,completed
686,217,2025-05-30,shipped
687,562,2025-06-10,completed
688,585,2026-01-24,pending
689,569,2025-09-20,shipped
690,105,2025-06-25,pending
691,821,2025-11-04,shipped
692,761,2026-02-07,shipped
693,658,2025-10-23,completed
694,53,2025-07-05,completed
695,282,2025-08-30,completed
696,789,2025-09-14,completed
697,934,2025-11-09,completed
698,428,2025-03-28,pending
699,475,2025-05-14,completed
700,278,2026-01-24,pending
701,395,2025-03-26,completed
702,218,2025-12-02,pending
703,10,2025-09-07,completed
704,152,2025-12-31,shipped
705,33,2025-05-27,shipped
706,67,2025-05-11,completed
707,976,2025-05-02,pending
708,219,2025-12-08,completed
709,327,2026-02-21,pending
710,304,2025-04-01,shipped
711,318,2025-12-08,pending
712,701,2025-10-11,pending
713,977,2025-06-08,pending
714,351,2025-06-29,completed
715,140,2025-10-25,completed
716,417,2025-05-25,completed
717,286,2025-08-07,shipped
718,767,2025-09-15,pending
719,552,2025-10-10,pending
720,605,2025-09-03,shipped
721,432,2025-04-02,completed
722,513,2025-07-13,shipped
723,243,2025-09-06,pending
724,384,2025-09-18,shipped
725,566,2025-04-16,pending
726,800,2026-02-16,shipped
727,248,2025-06-22,completed
728,279,2025-06-24,shipped
729,682,2025-12-08,completed
730,766,2025-09-19,completed
731,586,2025-08-23,pending
732,69,2025-07-13,pending
733,473,2025-09-27,shipped
734,923,2025-06-28,pending
735,774,2025-05-12,shipped
736,419,2025-08-25,pending
737,957,2025-09-27,completed
738,96,2025-10-03,shipped
739,323,2025-07-13,shipped
740,385,2025-10-22,pending
741,210,2025-06-11,shipped
742,631,2025-05-31,shipped
743,791,2025-07-08,completed
744,377,2025-07-19,shipped
745,32,2025-06-03,shipped
746,743,2025-08-01,pending
747,781,2025-10-23,shipped
748,93,2025-07-19,completed
749,459,2025-10-03,completed
750,32,2025-10-05,shipped
751,786,2025-11-18,completed
752,446,2025-10-03,pending
753,941,2025-11-29,shipped
754,486,2026-02-21,completed
755,3,2025-10-30,completed
756,169,2025-07-28,completed
757,823,2025-05-15,pending
758,577,2025-10-09,shipped
759,718,2025-11-14,shipped
760,376,2025-06-08,pending
761,850,2025-08-17,shipped
762,972,2025-09-17,shipped
763,248,2026-02-26,shipped
764,22,2025-12-11,shipped
765,933,2026-02-16,pending
766,466,2025-10-09,pending
767,612,2025-12-11,completed
768,927,2025-05-20,pending
769,22,2025-12-19,completed
770,889,2025-10-26,shipped
771,667,2025-10-30,pending
772,740,2026-02-24,pending
773,728,2025-10-24,shipped
774,383,2025-10-13,shipped
775,46,2025-04-14,completed
776,320,2025-04-25,completed
777,471,2026-03-01,completed
778,186,2025-11-02,shipped
779,863,2025-09-04,pending
780,547,2025-04-04,completed
781,593,2025-07-22,pending
782,728,2025-08-06,completed
783,259,2025-07-18,shipped
784,282,2025-06-25,pending
785,73,2025-09-13,completed
786,549,2025-12-07,pending
787,346,2025-06-27,completed
788,828,2026-01-17,completed
789,203,2025-05-08,completed
790,717,2025-05-08,completed
791,528,2026-03-03,completed
792,634,2025-09-17,pending
793,38,2026-01-19,shipped
794,770,2025-10-06,pending
795,699,2025-04-03,shipped
796,898,2025-12-10,pending
797,395,2025-07-27,pending
798,185,2025-09-13,shipped
799,305,2025-03-16,shipped
800,467,2025-06-20,completed
801,713,2025-05-12,pending
802,962,2025-09-11,pending
803,607,2026-01-27,shipped
804,696,2025-11-25,completed
805,603,2025-12-16,completed
806,700,2025-11-29,shipped
807,591,2026-01-17,pending
808,988,2025-06-23,completed
809,714,2025-12-30,shipped
810,736,2025-03-22,pending
811,481,2025-10-09,pending
812,224,2025-10-04,pending
813,958,2025-05-30,pending
814,110,2025-07-13,shipped
815,874,2025-08-21,shipped
816,581,2025-06-27,shipped
817,31,2025-06-05,completed
818,213,2026-01-05,shipped
819,370,2025-05-25,completed
820,35,2025-05-11,completed
821,306,2025-08-31,pending
822,120,2025-06-09,completed
823,880,2025-07-19,pending
824,57,2025-03-27,completed
825,545,2025-09-15,pending
826,736,2026-02-28,shipped
827,866,2025-09-03,completed
828,432,2025-10-28,shipped
829,643,2025-05-06,completed
830,496,2025-04-08,shipped
831,784,2026-02-28,pending
832,955,2026-02-22,pending
833,397,2025-04-01,pending
834,371,2025-12-22,completed
835,707,2025-06-07,shipped
836,132,2025-04-26,pending
837,344,2025-05-04,completed
838,506,2025-12-25,shipped
839,934,2025-06-09,completed
840,664,2025-09-19,pending
841,207,2025-03-26,pending
842,420,2025-04-21,pending
843,112,2026-01-27,pending
844,406,2025-06-25,shipped
845,960,2026-01-02,shipped
846,112,2025-12-30,shipped
847,173,2026-03-10,completed
848,492,2025-05-02,pending
849,994,2026-02-21,shipped
850,757,2025-04-10,completed
851,449,2025-08-30,completed
852,936,2025-11-07,completed
853,950,2025-05-28,pending
854,782,2025-07-06,shipped
855,788,2025-05-07,pending
856,775,2026-01-27,completed
857,80,2025-07-05,shipped
858,755,2025-12-26,completed
859,42,2025-04-03,pending
860,975,2025-12-16,completed
861,534,2025-07-28,shipped
862,412,2025-12-04,pending
863,581,2026-01-19,shipped
864,333,2025-04-12,completed
865,220,2026-02-12,completed
866,890,2026-01-02,shipped
867,940,2025-07-19,shipped
868,902,2025-06-18,shipped
869,747,2026-02-16,pending
870,348,2025-09-02,completed
871,202,2025-09-20,shipped
872,533,2026-02-13,completed
873,339,2025-04-02,completed
874,161,2025-12-19,shipped
875,902,2025-09-12,pending
876,390,2025-07-23,completed
877,476,2025-10-22,shipped
878,583,2026-01-28,completed
879,740,2025-11-26,shipped
880,944,2025-09-01,completed
881,351,2026-02-19,shipped
882,550,2026-01-07,pending
883,806,2026-02-21,shipped
884,3,2025-04-25,completed
885,189,2025-11-04,shipped
886,146,2025-07-09,shipped
887,63,2025-07-29,pending
888,408,2025-08-28,shipped
889,696,2026-03-05,pending
890,419,2026-01-31,completed
891,319,2025-08-08,pending
892,868,2025-06-04,shipped
893,530,2025-10-27,completed
894,31,2025-08-13,shipped
895,739,2025-03-26,shipped
896,471,2025-11-15,shipped
897,441,2026-01-19,shipped
898,909,2026-03-04,completed
899,147,2025-05-20,completed
900,666,2025-04-03,shipped
901,169,2025-05-13,shipped
902,733,2025-06-05,shipped
903,711,2026-01-13,completed
904,858,2025-05-18,pending
905,198,2025-03-14,shipped
906,346,2026-02-16,completed
907,635,2025-04-05,pending
908,602,2025-12-02,pending
909,70,2026-01-15,shipped
910,904,2025-11-15,completed
911,809,2025-12-22,pending
912,877,2026-02-14,completed
913,7,2026-02-26,shipped
914,843,2025-11-15,completed
915,868,2025-09-20,completed
916,350,2025-09-17,completed
917,531,2026-01-12,completed
918,166,2026-03-05,shipped
919,870,2025-06-04,shipped
920,692,2026-01-19,completed
921,943,2025-12-23,pending
922,790,2025-06-03,completed
923,842,2025-05-14,completed
924,657,2025-04-21,completed
925,334,2025-09-22,shipped
926,363,2026-01-25,shipped
927,766,2025-04-07,pending
928,16,2025-07-17,pending
929,333,2025-11-02,shipped
930,374,2025-03-17,shipped
931,617,2026-02-24,completed
932,477,2025-05-14,completed
933,907,2026-03-09,shipped
934,790,2025-07-26,pending
935,280,2025-07-29,pending
936,479,2025-08-12,shipped
937,335,2025-11-04,shipped
938,849,2026-01-16,completed
939,77,2025-12-17,completed
940,533,2025-06-01,shipped
941,373,2025-10-22,completed
942,738,2025-03-18,pending
943,998,2025-11-17,pending
944,951,2025-06-03,pending
945,18,2025-12-24,shipped
946,21,2026-02-17,shipped
947,245,2025-07-28,shipped
948,175,2025-07-05,completed
949,860,2025-08-29,completed
950,940,2025-04-04,pending
951,354,2025-10-20,shipped
952,666,2025-05-06,shipped
953,786,2025-04-29,shipped
954,142,2025-12-24,completed
955,98,2025-04-16,completed
956,782,2025-04-28,pending
957,273,2025-07-31,pending
958,608,2025-11-16,pending
959,633,2025-10-19,completed
960,150,2025-10-25,completed
961,509,2025-09-04,completed
962,599,2025-08-18,shipped
963,925,2025-12-06,shipped
964,445,2025-10-10,pending
965,918,2025-07-30,pending
966,674,2025-11-08,shipped
967,168,2025-07-07,shipped
968,823,2025-12-14,shipped
969,940,2025-11-23,shipped
970,731,2025-04-25,shipped
971,815,2025-09-14,completed
972,400,2026-01-31,pending
973,433,2025-11-30,pending
